id,customer_message,true_intent,predicted_intent,true_escalation,predicted_escalation,top_similarity,generated_reply,failure_type
122,I have sat on a plane that landed for 40 minutes and missed am entire connection to Paris. This is ridiculous.,flight_delay_cancel,checkin_boarding,True,HUMAN,0.246,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.12 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
123,How come American Airlines always has a problem. Always Late. #timetochangemymiles @AmericanAir,flight_delay_cancel,website_app_issue,False,HUMAN,0.28,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.21 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
124,I'm stuck on a 1 hour flight and we're now waiting in the plane before we even leave for 35 minutes- Hartford-phili 6:05 wtf We'd love some free drinks or some snacks Beers would have been better but I accept your olive branch gracefully,flight_delay_cancel,checkin_boarding,False,HUMAN,0.217,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
127,your employee's working at the PHL airport were extremely rude aside from one woman who came and tended to our needs.,customer_service,checkin_boarding,True,HUMAN,0.208,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
128,"Oh @AmericanAir where oh where is 1675...can we get some urgency, please Thanks...ill be missing my appointment 🙄",flight_delay_cancel,flight_status_info,False,HUMAN,0.213,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.18 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
130,"basic economy? Total BS.. like flying Spirit..won't be flying AA for a long, long time. United or SW only. ""I have choices"". maybe I'll wave mid air on my next @SouthwestAir flight but until ""basic economy"" is retired U won't be seeing me!! #wullcyaAA",seat_upgrade,flight_status_info,False,HUMAN,0.235,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
132,"Shout out to Amy Michelle at E15 #CLT total chaos, sweetest disposition @AmericanAir #AmericanAirlines",customer_service,flight_status_info,False,HUMAN,0.508,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.17 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
133,Shame on you @AmericanAir for charging change fees during #HurricaneNate,booking_change,flight_status_info,True,HUMAN,0.32,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.20 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
134,My case number is 1-25367883998. I expect some communication about this horrible experience.,customer_service,flight_status_info,True,HUMAN,0.155,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.16 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
136,If anyone is looking for a great way to lose water weight fly @AmericanAir. You will sweat the whole time.,seat_upgrade,flight_status_info,False,HUMAN,0.196,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.19 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
137,"Sitting on a @AmericanAir plane at the gate while delayed, 55 minutes and counting, I think I need a drink",flight_delay_cancel,checkin_boarding,False,HUMAN,0.253,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.21 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
138,what is the point of a kiosk if you still have to wait in this long line??? Can me co-worker and I have a drink pass for our flight? Glad my thirst concern is not values,checkin_boarding,refund_compensation,False,HUMAN,0.29,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.16 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
139,"Never buy an @AmericanAir ticket. They are #alwayslate. Second time in a week. Never again. It is another lie, there will be an update only by 5 pm. #publiclie",flight_delay_cancel,flight_status_info,True,HUMAN,0.189,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
140,on AA0358 &amp; are on board w/ no allowance to leave for next hr &amp; 45 min. Possible to extend drink &amp; food to coach? Serious delay,flight_delay_cancel,refund_compensation,False,HUMAN,0.162,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
141,is garbage. Carry on bags a no go but we won’t tell you that until you check in and then we’ll hang up on you. Yep it is but didn’t know that until check in if I had I would have purchased from @SouthwestAir no underhanded bull from them #NeverAgain,checkin_boarding,baggage_issue,True,HUMAN,0.207,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.20 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
142,can I have both a carry on&amp;personal item with economy(Q) &amp; economy(O) tickets? Great! Thank you for getting back to me so quickly!,checkin_boarding,baggage_issue,False,HUMAN,0.265,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.17 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
143,"when you’ve been sitting on the plane at the gate for over an hour Had nothing to do with clearance, but thanks for your generic response. Plane was over an hour late AND it was a maintenance delay once we boarded . Don’t lie.",flight_delay_cancel,checkin_boarding,True,HUMAN,0.299,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.18 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
144,"...Lima, Peru not a popular destination, re AA918, 5-Oct, is still at the gate.",flight_delay_cancel,checkin_boarding,True,HUMAN,0.222,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.28 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
145,now flt #1135 DFW-PVR is 1330? Exactly how much of my vac is your failure to schedule routine Maintainence going to take?,flight_delay_cancel,refund_compensation,True,HUMAN,0.19,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
147,Another 100% day with delays trying to get home! Thanks @AmericanAir for being consistently late! #CustomerServiceWeek #letdown.,flight_delay_cancel,website_app_issue,False,HUMAN,0.296,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.16 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
148,"Trying to get home early. #DC &gt; #DFW 2nd attempt @americanair standby #fingerscrossed #goinghome Thanks. So close, but so far away. Trying again on the next flight. #wingscrossed",booking_change,website_app_issue,False,HUMAN,0.174,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.17 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
149,"Lastly: Bye for today twitter. I'm off to grade papers then spend weekend with my soon-to-be husband. 2 weeks til the wedding! If only @AmericanAir wifi worked, I would be grading right now. It cut off- won't load Canvas. Only text and twitter. Ugh.",seat_upgrade,flight_status_info,False,HUMAN,0.179,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
150,Is the @AmericanAir #airpass worth it? Discuss! cc:,loyalty_program,flight_status_info,False,HUMAN,0.289,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.19 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
151,Hello! I was informed I can add a flight from Cathay Pacific to my AA Miles... how do I do this?,loyalty_program,seat_upgrade,False,HUMAN,0.221,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
153,When are you going to post more travel advisories?I'm flying into BHM tmrw &amp; want to switch to earlier flight &amp; miss bad storms,booking_change,seat_upgrade,False,HUMAN,0.207,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
154,"I accepted only putting a bag under the seat in front of you vs overhead bin, but basic economy @AmericanAir otherwise nonnegotiable crap",seat_upgrade,baggage_issue,False,HUMAN,0.212,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.20 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
156,Can’t bring travel duffle bag on plane when it’s THE bag I use? Guess I’ll be using another airline. I’m not on a basic economy ticket. BTW-if some people have to bring less then others should get to bring more. At least the desk agents got it right on my return flight home.,checkin_boarding,baggage_issue,False,HUMAN,0.201,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.18 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
157,Still do not have an actual boarding pass for the flight that matters. I have to say I have never experienced this at @AmericanAir before.,checkin_boarding,website_app_issue,False,HUMAN,0.168,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.13 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
158,Thanks @AmericanAir because of your crappy mobile boarding pass I wasn't able to get on my flight with my 1 yr old by my side. 👌👌👌😕😕😕,checkin_boarding,baggage_issue,True,HUMAN,0.203,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.13 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
159,I have a record locator but was not ticketed by reservations...no one is helping trying to get to #puertorico,booking_change,refund_compensation,True,HUMAN,0.267,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.16 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
160,need help. Booked another flight on another airline after you guys changed my flight without notice. Now phone rep won't refund The social media team has always offered the best customer service st American. FTW.,refund_compensation,customer_service,True,HUMAN,0.226,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.21 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
161,"HE’S BEHIND YOU!!! When your older, big brother comes along to give you a nudge. @AmericanAir @British_Airways",seat_upgrade,flight_status_info,False,HUMAN,0.187,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.17 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
163,Had a ✈️ on @AmericanAir that by name and bday was me but since my folks named me after my dad and the ticket didn’t say “Jr” ...he flew 😤 Classic #AAteam,checkin_boarding,baggage_issue,True,HUMAN,0.221,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.16 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
164,"So on @AmericanAir if you have a toddler or infant with you, you will still board w/ no priority!!! Well that did not happen at you gate in Pitt nor in Philly! Maybe it would be worth reminding them of how it should be done then! Thnx",checkin_boarding,seat_upgrade,False,HUMAN,0.261,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
166,is there a limit to the number of gift cards I can use to buy a ticket?,website_app_issue,refund_compensation,False,HUMAN,0.262,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
167,Glad it's a night game since there is no wifi on my first flight #GoBlue!!! #bigproblems #AmericanAirlines I hope so. I fly a lot and always on AA as a platinum member. No technology on these long haul flights is not great. Thx.,seat_upgrade,refund_compensation,False,HUMAN,0.167,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
168,can’t wait to join you guys as a flight attendant,loyalty_program,flight_status_info,False,HUMAN,0.356,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
170,wanna reimburse me for the 50 mile Uber I have to take to a wedding that I'm probably going to miss because of the delay to KC? Who do I inquire about that?,refund_compensation,baggage_issue,True,HUMAN,0.184,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.13 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
171,#flt350 @AmericanAir OMG Cynthia and Patrick were the best! We about to do NYC! #seats6a6b #voodooipa #barfbags #goingforgreat #FirstClass,seat_upgrade,baggage_issue,False,HUMAN,0.324,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
172,A silt flower! On board @AmericanAir,seat_upgrade,flight_status_info,False,HUMAN,0.242,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.23 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
173,Why is it that you assign an aircraft with no power outlets to a 5 hr and 38 minute flight (Specifically today’s flight 443)?,seat_upgrade,refund_compensation,False,HUMAN,0.259,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.13 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
174,Is AA still allowing travel to Cuba for People to People travel? i.e. self certified travel?,flight_status_info,refund_compensation,False,HUMAN,0.273,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
175,just took my $.I was checked in fly out of country had emergency in restroom and they didn’t place me in next flight . Applicable fees for almost dying in the rest room. Gross! U also were over pricing during #Irma gross!,booking_change,checkin_boarding,True,HUMAN,0.194,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55); Potential high-risk issue (emergency)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
180,Many thanks to @AmericanAir for being kind and accommodating. DFW crew got me home in front of the storm on an earlier flight with no fee.,booking_change,seat_upgrade,False,HUMAN,0.398,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
181,Hey @AmericanAir - my profile shows my ascension to Platinum but why does my boarding pass still say Group 4 - two different systems? Thanks - it's funny because the boarding pass says Platinum but Group 4 - very weird,checkin_boarding,baggage_issue,False,HUMAN,0.295,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.17 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
183,36 hours and still no update on delayed luggage. What's going on?@AmericanAir,baggage_issue,flight_delay_cancel,True,HUMAN,0.311,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.17 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
185,"my trip to Aruba is starting out bad because of you. I booked tickets in July. I was told the flight was oversold! Unless we want money more, in which case we'll sell your seat twice and then try to get you to miss flight to charge you twice.",booking_change,refund_compensation,True,HUMAN,0.209,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.14 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
191,how can i add my TSA precheck number to my boarding pass for tomorrow?,checkin_boarding,flight_status_info,False,HUMAN,0.244,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.13 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
192,Can you have a fake/costume gun in your carry on bag? Asking for a friend. @AmericanAir I’m dead 😂😂😂,checkin_boarding,baggage_issue,False,HUMAN,0.294,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.26 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
193,Thank God for @AmericanAir customer service they legit eased my anxiety by rearranging my flights to fit my schedule perfectly. Thanks again,booking_change,customer_service,False,HUMAN,0.229,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.27 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
195,because of this experience at MIA I will be writing a formal complaint and expecting compensation.,refund_compensation,flight_status_info,True,HUMAN,0.293,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.15 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
196,"Hey @AmericanAir, less than 2 hours until my flight leaves MCO, very long line of people waiting to check bags, no one at the counter. Might want to work on that...",checkin_boarding,baggage_issue,False,HUMAN,0.195,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.23 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
200,@AmericanAir my flight AA1502 was delayed and app not letting me change my booking for tonight,booking_change,flight_delay_cancel,False,HUMAN,0.324,"Thank you for contacting American Airlines. Because your inquiry requires specialist review (Low intent confidence (0.18 < 0.55)), we have escalated your case to a human support representative. Please DM your confirmation code or record locator, along with your contact phone number, so a specialist can assist you directly.",intent_mismatch
