id,true_intent,pred_intent,escalation,reply,correctness,groundedness,helpfulness,tone,completeness,overall,reason
83,flight_delay_cancel,flight_delay_cancel,HUMAN,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",1,5,2,5,2,3,heuristic: overlap=0.333
84,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.429
85,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.308
86,customer_service,flight_delay_cancel,HUMAN,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",1,5,2,5,2,3,heuristic: overlap=0.410
87,flight_delay_cancel,website_app_issue,HUMAN,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.280
88,flight_delay_cancel,flight_delay_cancel,HUMAN,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.421
89,flight_status_info,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",3,5,4,5,4,4,heuristic: overlap=0.410
90,seat_upgrade,seat_upgrade,AUTO-HANDLE,"Thanks for flagging the seat issue. I'll check seat options — please share your flight/date and preferred seat type. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.359
91,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,4,4,4,heuristic: overlap=0.350
92,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
93,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.340
94,flight_delay_cancel,flight_delay_cancel,AUTO-HANDLE,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.297
95,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,4,4,4,heuristic: overlap=0.350
96,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.250
97,booking_change,booking_change,HUMAN,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.302
98,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.279
99,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
100,flight_status_info,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",3,5,3,5,4,4,heuristic: overlap=0.412
101,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.350
102,booking_change,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.349
103,flight_delay_cancel,flight_delay_cancel,HUMAN,"I'm sorry your flight was disrupted. I'm pulling up rebooking options for you — please share your record locator and whether you can accept an alternate connection. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",1,5,2,5,2,3,heuristic: overlap=0.417
104,booking_change,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.295
105,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.368
106,booking_change,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.295
107,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.372
108,booking_change,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.295
109,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.371
110,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.326
111,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.432
112,baggage_issue,baggage_issue,HUMAN,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.326
113,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.429
114,flight_status_info,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",3,5,4,5,4,4,heuristic: overlap=0.375
115,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.368
116,baggage_issue,baggage_issue,HUMAN,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.326
117,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.371
118,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.432
119,flight_delay_cancel,booking_change,AUTO-HANDLE,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.323
120,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.368
121,booking_change,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.400
122,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.300
123,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.372
124,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
125,seat_upgrade,seat_upgrade,AUTO-HANDLE,"Thanks for flagging the seat issue. I'll check seat options — please share your flight/date and preferred seat type. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.462
126,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.282
127,booking_change,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.400
128,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.417
129,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.279
130,flight_delay_cancel,website_app_issue,HUMAN,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",2,5,2,5,4,4,heuristic: overlap=0.280
131,flight_status_info,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",3,5,4,5,4,4,heuristic: overlap=0.410
132,seat_upgrade,seat_upgrade,AUTO-HANDLE,"Thanks for flagging the seat issue. I'll check seat options — please share your flight/date and preferred seat type. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
133,booking_change,booking_change,HUMAN,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.282
134,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.409
135,seat_upgrade,seat_upgrade,AUTO-HANDLE,"Thanks for flagging the seat issue. I'll check seat options — please share your flight/date and preferred seat type. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.385
136,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.372
137,refund_compensation,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.462
138,flight_status_info,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",3,5,3,5,4,4,heuristic: overlap=0.412
139,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.326
140,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
141,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.357
142,flight_status_info,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",3,5,3,5,4,4,heuristic: overlap=0.395
143,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.372
144,loyalty_program,loyalty_program,AUTO-HANDLE,"Thanks for your loyalty — let's sort the account issue. I'll check the account — please share the AAdvantage number and which activity is missing. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.325
145,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
146,refund_compensation,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.350
147,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
148,seat_upgrade,seat_upgrade,AUTO-HANDLE,"Thanks for flagging the seat issue. I'll check seat options — please share your flight/date and preferred seat type. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.351
149,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.279
150,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.405
151,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.429
152,flight_status_info,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",3,5,4,5,4,4,heuristic: overlap=0.485
153,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.325
154,website_app_issue,website_app_issue,AUTO-HANDLE,"Sorry the site/app gave you trouble. Sorry for the trouble — please share what step fails (with screenshot text/error) and the browser/app version. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.333
155,customer_service,customer_service,AUTO-HANDLE,"I'm sorry about that experience. I'm sorry about that experience — please share flight/date and what happened so I can flag it properly. For reference, in similar cases we've typically responded like: ""@customer We'd like to help. Please DM your AAdvantage number and booking details for review."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.343
156,booking_change,booking_change,HUMAN,"Happy to help with that change. I can walk through change options — please share your confirmation code and new preferred date/time. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.381
157,checkin_boarding,checkin_boarding,AUTO-HANDLE,"Let's get you checked in. Let's sort check-in — please share your confirmation code and what error/message you see. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.417
158,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.342
159,baggage_issue,baggage_issue,AUTO-HANDLE,"I'm sorry about the trouble with your bag. I'll help trace the bag — please share your baggage claim/file reference (e.g. DFWAA12345) and delivery address. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.512
160,booking_change,flight_status_info,AUTO-HANDLE,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away."" If you'd like, I can escalate this to a specialist.",3,5,4,5,4,4,heuristic: overlap=0.500
161,refund_compensation,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options."" If you'd like, I can escalate this to a specialist.",3,5,4,5,2,4,heuristic: overlap=0.421
162,flight_status_info,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up."" If you'd like, I can escalate this to a specialist.",3,5,3,5,4,4,heuristic: overlap=0.395
163,flight_status_info,flight_status_info,HUMAN,"Thanks for reaching out. I can look up the latest status — please confirm the flight number and date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",3,5,3,5,4,4,heuristic: overlap=0.412
164,refund_compensation,refund_compensation,AUTO-HANDLE,"I understand you want an update on your refund/credit. I can check refund/voucher eligibility — please share your ticket number and the disrupted flight/date. For reference, in similar cases we've typically responded like: ""@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it."" If you'd like, I can escalate this to a specialist.",4,5,4,5,4,4,heuristic: overlap=0.340
