conversation_id,customer_message,agent_response,timestamp
kb-seat_upgrade-9,"@AmericanAir seat 32A on AA123 won't recline, broken",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-26T14:00:00Z
kb-checkin_boarding-42,@AmericanAir check-in kiosk at LAX rejected my passport for AA908,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-15T22:00:00Z
kb-loyalty_program-40,@AmericanAir gold status not showing on booking ABC593 for AA67,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-08T00:00:00Z
kb-checkin_boarding-2,"@AmericanAir can't check in for AA334, app says see agent",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-14T21:00:00Z
kb-booking_change-14,@AmericanAir can I switch from AA1502 to an earlier flight today at DFW?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-23T03:00:00Z
kb-customer_service-32,"@AmericanAir on hold 2 hours then hung up, need help with AA221",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-18T00:00:00Z
kb-refund_compensation-16,@AmericanAir flight credit from AA789 doesn't work online,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-24T02:00:00Z
kb-website_app_issue-43,"@AmericanAir app crashes at payment for AA67, tried 3 times",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-21T17:00:00Z
kb-checkin_boarding-45,@AmericanAir check-in kiosk at ORD rejected my passport for AA1502,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-03T08:00:00Z
kb-customer_service-15,@AmericanAir your phone team gave wrong info about AA789 twice,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-02T21:00:00Z
kb-flight_delay_cancel-30,"@AmericanAir you cancelled AA334 last minute in DCA, need rebooking tonight",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-18T07:00:00Z
kb-booking_change-17,"@AmericanAir on standby for AA908 at JFK, how do I confirm?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-19T01:00:00Z
kb-booking_change-49,"@AmericanAir need to rebook AA908 due to emergency, what are fees?",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-18T05:00:00Z
kb-refund_compensation-44,"@AmericanAir requested refund 3 weeks ago for AA45, no response","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-25T16:00:00Z
kb-refund_compensation-37,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-12T05:00:00Z
kb-baggage_issue-19,"@AmericanAir bag delayed 2 days from AA45, need it delivered to hotel",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-11T11:00:00Z
kb-baggage_issue-47,@AmericanAir baggage claim line at DCA is hours long after AA123,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-08T03:00:00Z
kb-checkin_boarding-10,"@AmericanAir boarding group 5 but flight AA789 nearly empty, why?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-07T06:00:00Z
kb-flight_status_info-0,@AmericanAir what time does AA789 land in ORD today?,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-16T23:00:00Z
kb-baggage_issue-17,@AmericanAir my bag was opened and items missing after AA908,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-22T03:00:00Z
kb-flight_delay_cancel-19,"@AmericanAir diverted to MIA on AA123, now what? no staff here",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-23T10:00:00Z
kb-customer_service-30,"@AmericanAir counter staff refused to help rebook AA221, terrible service",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-26T20:00:00Z
kb-loyalty_program-34,@AmericanAir gold status not showing on booking ABC958 for AA908,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-22T00:00:00Z
kb-flight_delay_cancel-28,"@AmericanAir diverted to PHX on AA1502, now what? no staff here",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-22T02:00:00Z
kb-flight_status_info-22,@AmericanAir what time does AA334 land in DFW today?,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-10T19:00:00Z
kb-website_app_issue-11,"@AmericanAir app crashes at payment for AA789, tried 3 times",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-03T17:00:00Z
kb-website_app_issue-28,@AmericanAir website errors when I try to manage booking ABC901,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-02T08:00:00Z
kb-website_app_issue-20,"@AmericanAir app crashes at payment for AA908, tried 3 times",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-04T10:00:00Z
kb-checkin_boarding-43,@AmericanAir boarding pass won't load for AA45 at ORD,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-03T02:00:00Z
kb-flight_status_info-7,@AmericanAir is AA908 on time out of ORD?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-23T12:00:00Z
kb-baggage_issue-44,"@AmericanAir suitcase came back broken on AA908, wheel ripped off",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-11T03:00:00Z
kb-flight_delay_cancel-48,"@AmericanAir my flight AA45 from ORD to ORD was cancelled, what are my options?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-23T19:00:00Z
kb-flight_delay_cancel-22,"@AmericanAir my flight AA1502 from CLT to DFW was cancelled, what are my options?",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-08T05:00:00Z
kb-flight_delay_cancel-43,"@AmericanAir you cancelled AA1502 last minute in CLT, need rebooking tonight",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-04T23:00:00Z
kb-flight_status_info-32,@AmericanAir is AA67 on time out of LAX?,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-28T06:00:00Z
kb-seat_upgrade-25,@AmericanAir moved from window to middle on AA789 without asking,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-11T11:00:00Z
kb-seat_upgrade-20,@AmericanAir upgrade didn't clear on AA67 though seats open in first,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-24T02:00:00Z
kb-refund_compensation-26,@AmericanAir where is my refund for cancelled AA908? ticket ABC338,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-19T12:00:00Z
kb-website_app_issue-7,@AmericanAir payment failed twice but card charged for AA1502,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-13T22:00:00Z
kb-refund_compensation-49,"@AmericanAir cancelled flight cost me hotel, will you compensate?","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-10T21:00:00Z
kb-flight_delay_cancel-35,"@AmericanAir missed connection because AA221 was late into DCA, help",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-02T08:00:00Z
kb-flight_status_info-31,@AmericanAir where is inbound aircraft for AA221?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-21T03:00:00Z
kb-customer_service-8,"@AmericanAir on hold 2 hours then hung up, need help with AA789",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-13T21:00:00Z
kb-baggage_issue-7,"@AmericanAir bag delayed 2 days from AA908, need it delivered to hotel",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-09T17:00:00Z
kb-flight_delay_cancel-7,"@AmericanAir missed connection because AA334 was late into DCA, help",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-01T23:00:00Z
kb-loyalty_program-38,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-08T02:00:00Z
kb-refund_compensation-8,@AmericanAir flight credit from AA221 doesn't work online,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-02T07:00:00Z
kb-customer_service-36,@AmericanAir agent at LAX was rude when I asked about AA789,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-09T01:00:00Z
kb-flight_delay_cancel-31,"@AmericanAir stuck in LAX, flight AA908 delayed 6 hours, going to miss my connection",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-09T07:00:00Z
kb-flight_status_info-35,@AmericanAir where is inbound aircraft for AA334?,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-24T23:00:00Z
kb-website_app_issue-48,"@AmericanAir can't log in, password reset email never arrives",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-18T15:00:00Z
kb-booking_change-16,"@AmericanAir booked wrong date for AA45, need to fix to Friday",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-06T10:00:00Z
kb-flight_status_info-2,@AmericanAir is AA908 on time out of LAX?,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-28T19:00:00Z
kb-baggage_issue-26,@AmericanAir my bag was opened and items missing after AA67,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-08T03:00:00Z
kb-seat_upgrade-16,@AmericanAir paid for extra legroom on AA45 but got middle seat,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-22T14:00:00Z
kb-website_app_issue-14,@AmericanAir payment failed twice but card charged for AA45,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-04T03:00:00Z
kb-refund_compensation-6,@AmericanAir where is my refund for cancelled AA789? ticket ABC112,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-25T02:00:00Z
kb-booking_change-26,"@AmericanAir need to change my flight AA789 tomorrow to evening, options?",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-01T06:00:00Z
kb-baggage_issue-30,"@AmericanAir my bag never arrived at LHR on AA67, claim ABC276",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-12T09:00:00Z
kb-refund_compensation-48,"@AmericanAir voucher for AA789 never arrived, confirmation ABC120",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-23T22:00:00Z
kb-seat_upgrade-23,"@AmericanAir entertainment screen broken on AA221, seat 29A",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-16T18:00:00Z
kb-flight_delay_cancel-20,"@AmericanAir you cancelled AA1502 last minute in LHR, need rebooking tonight",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-21T08:00:00Z
kb-customer_service-19,"@AmericanAir on hold 2 hours then hung up, need help with AA908",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-13T03:00:00Z
kb-customer_service-41,"@AmericanAir on hold 2 hours then hung up, need help with AA67",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-19T04:00:00Z
kb-loyalty_program-43,@AmericanAir gold status not showing on booking ABC993 for AA123,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-21T04:00:00Z
kb-website_app_issue-13,@AmericanAir website errors when I try to manage booking ABC941,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-22T17:00:00Z
kb-website_app_issue-37,"@AmericanAir can't log in, password reset email never arrives","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-21T07:00:00Z
kb-baggage_issue-27,"@AmericanAir suitcase came back broken on AA1502, wheel ripped off",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-28T20:00:00Z
kb-loyalty_program-17,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-07T07:00:00Z
kb-loyalty_program-16,@AmericanAir gold status not showing on booking ABC154 for AA1502,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-06T16:00:00Z
kb-checkin_boarding-5,"@AmericanAir boarding group 5 but flight AA67 nearly empty, why?",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-17T17:00:00Z
kb-checkin_boarding-12,@AmericanAir check-in kiosk at PHX rejected my passport for AA1502,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-10T21:00:00Z
kb-flight_delay_cancel-24,"@AmericanAir you cancelled AA789 last minute in DCA, need rebooking tonight",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-12T20:00:00Z
kb-booking_change-20,"@AmericanAir need to change my flight AA221 tomorrow to evening, options?",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-18T12:00:00Z
kb-customer_service-12,"@AmericanAir counter staff refused to help rebook AA789, terrible service",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-04T22:00:00Z
kb-checkin_boarding-48,@AmericanAir gate changed from B12 to C40 with no announcement for AA1502,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-13T20:00:00Z
kb-customer_service-9,@AmericanAir your phone team gave wrong info about AA908 twice,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-18T20:00:00Z
kb-baggage_issue-36,@AmericanAir baggage claim line at DFW is hours long after AA221,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-27T13:00:00Z
kb-flight_delay_cancel-10,"@AmericanAir diverted to LHR on AA334, now what? no staff here",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-03T10:00:00Z
kb-booking_change-35,"@AmericanAir on standby for AA123 at ORD, how do I confirm?",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-28T10:00:00Z
kb-booking_change-36,"@AmericanAir need to change my flight AA789 tomorrow to evening, options?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-26T22:00:00Z
kb-checkin_boarding-29,"@AmericanAir can't check in for AA45, app says see agent",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-21T04:00:00Z
kb-flight_delay_cancel-9,"@AmericanAir stuck in MIA, flight AA67 delayed 2 hours, going to miss my connection",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-18T05:00:00Z
kb-booking_change-3,@AmericanAir can I switch from AA123 to an earlier flight today at DCA?,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-05T21:00:00Z
kb-seat_upgrade-10,"@AmericanAir entertainment screen broken on AA123, seat 18A",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-19T05:00:00Z
kb-seat_upgrade-30,@AmericanAir moved from window to middle on AA45 without asking,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-11T15:00:00Z
kb-customer_service-31,"@AmericanAir on hold 2 hours then hung up, need help with AA789",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-11T13:00:00Z
kb-booking_change-18,"@AmericanAir on standby for AA908 at MIA, how do I confirm?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-03T15:00:00Z
kb-checkin_boarding-33,@AmericanAir gate changed from B12 to C40 with no announcement for AA221,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-16T15:00:00Z
kb-flight_delay_cancel-1,"@AmericanAir my flight AA789 from LHR to PHX was cancelled, what are my options?",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-04T02:00:00Z
kb-loyalty_program-44,@AmericanAir gold status not showing on booking ABC662 for AA221,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-08T13:00:00Z
kb-seat_upgrade-49,"@AmericanAir entertainment screen broken on AA123, seat 12E","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-24T18:00:00Z
kb-loyalty_program-15,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-02T19:00:00Z
kb-loyalty_program-4,@AmericanAir miles from AA123 never posted to AAdvantage ABC706,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-17T07:00:00Z
kb-seat_upgrade-38,@AmericanAir upgrade didn't clear on AA908 though seats open in first,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-10T09:00:00Z
kb-loyalty_program-24,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-11T07:00:00Z
kb-seat_upgrade-36,@AmericanAir upgrade didn't clear on AA908 though seats open in first,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-03T05:00:00Z
kb-booking_change-47,"@AmericanAir need to rebook AA45 due to emergency, what are fees?",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-12T00:00:00Z
kb-flight_status_info-38,@AmericanAir is AA123 on time out of DFW?,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-21T16:00:00Z
kb-customer_service-43,@AmericanAir agent at PHX was rude when I asked about AA123,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-26T18:00:00Z
kb-refund_compensation-1,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-16T02:00:00Z
kb-website_app_issue-49,@AmericanAir payment failed twice but card charged for AA789,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-18T15:00:00Z
kb-baggage_issue-37,"@AmericanAir my bag never arrived at CLT on AA789, claim ABC524",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-11T03:00:00Z
kb-checkin_boarding-31,@AmericanAir boarding pass won't load for AA908 at LAX,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-03T08:00:00Z
kb-baggage_issue-13,"@AmericanAir suitcase came back broken on AA123, wheel ripped off","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-16T14:00:00Z
kb-baggage_issue-11,"@AmericanAir bag delayed 2 days from AA67, need it delivered to hotel",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-03T17:00:00Z
kb-customer_service-6,"@AmericanAir counter staff refused to help rebook AA221, terrible service",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-26T22:00:00Z
kb-flight_status_info-6,@AmericanAir where is inbound aircraft for AA908?,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-10T08:00:00Z
kb-flight_delay_cancel-23,"@AmericanAir AA334 delayed 6 hours with no updates, crew says nothing",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-28T15:00:00Z
kb-seat_upgrade-5,@AmericanAir paid for extra legroom on AA67 but got middle seat,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-04T22:00:00Z
kb-seat_upgrade-2,"@AmericanAir entertainment screen broken on AA334, seat 23B",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-06T04:00:00Z
kb-flight_delay_cancel-25,"@AmericanAir missed connection because AA67 was late into DFW, help",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-20T16:00:00Z
kb-booking_change-0,@AmericanAir can I switch from AA1502 to an earlier flight today at JFK?,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-18T11:00:00Z
kb-customer_service-40,"@AmericanAir counter staff refused to help rebook AA67, terrible service",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-10T01:00:00Z
kb-seat_upgrade-37,@AmericanAir upgrade didn't clear on AA908 though seats open in first,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-17T03:00:00Z
kb-refund_compensation-12,@AmericanAir flight credit from AA123 doesn't work online,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-08T10:00:00Z
kb-checkin_boarding-22,"@AmericanAir boarding group 5 but flight AA334 nearly empty, why?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-17T03:00:00Z
kb-checkin_boarding-15,@AmericanAir gate changed from B12 to C40 with no announcement for AA789,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-18T08:00:00Z
kb-flight_delay_cancel-38,"@AmericanAir AA45 delayed 2 hours with no updates, crew says nothing",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-04T22:00:00Z
kb-booking_change-42,@AmericanAir can I switch from AA1502 to an earlier flight today at ORD?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-26T10:00:00Z
kb-flight_status_info-43,@AmericanAir will AA45 make up time? showing 45 minutes late,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-02T16:00:00Z
kb-flight_status_info-15,@AmericanAir will AA908 make up time? showing 3 hours late,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-09T05:00:00Z
kb-seat_upgrade-19,@AmericanAir paid for extra legroom on AA221 but got middle seat,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-04T01:00:00Z
kb-booking_change-8,"@AmericanAir booked wrong date for AA1502, need to fix to Friday",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-08T01:00:00Z
kb-booking_change-45,"@AmericanAir booked wrong date for AA45, need to fix to Friday","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-19T12:00:00Z
kb-refund_compensation-47,@AmericanAir flight credit from AA67 doesn't work online,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-28T07:00:00Z
kb-flight_delay_cancel-33,"@AmericanAir AA789 delayed 45 minutes with no updates, crew says nothing",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-28T18:00:00Z
kb-booking_change-19,"@AmericanAir need to change my flight AA1502 tomorrow to evening, options?","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-21T11:00:00Z
kb-refund_compensation-14,"@AmericanAir cancelled flight cost me hotel, will you compensate?","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-24T17:00:00Z
kb-checkin_boarding-38,"@AmericanAir boarding group 5 but flight AA221 nearly empty, why?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-03T15:00:00Z
kb-booking_change-9,"@AmericanAir booked wrong date for AA789, need to fix to Friday",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-16T20:00:00Z
kb-refund_compensation-18,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-14T03:00:00Z
kb-flight_status_info-45,@AmericanAir what's the status of AA123 to LHR?,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-25T04:00:00Z
kb-customer_service-25,@AmericanAir your phone team gave wrong info about AA45 twice,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-15T20:00:00Z
kb-flight_delay_cancel-4,"@AmericanAir third delay on AA789, from 90 minutes to now 8pm, unacceptable",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-22T10:00:00Z
kb-flight_status_info-27,@AmericanAir will AA67 make up time? showing 2 hours late,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-20T22:00:00Z
kb-website_app_issue-42,"@AmericanAir app crashes at payment for AA221, tried 3 times",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-26T00:00:00Z
kb-baggage_issue-24,@AmericanAir my bag was opened and items missing after AA67,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-10T03:00:00Z
kb-seat_upgrade-43,@AmericanAir paid for extra legroom on AA908 but got middle seat,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-08T17:00:00Z
kb-refund_compensation-40,@AmericanAir flight credit from AA221 doesn't work online,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-27T19:00:00Z
kb-flight_status_info-18,@AmericanAir what's the status of AA334 to DFW?,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-10T14:00:00Z
kb-loyalty_program-9,@AmericanAir missing 5000 miles from last month's flights,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-02T07:00:00Z
kb-loyalty_program-47,"@AmericanAir can't log in to AAdvantage, reset not working",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-16T12:00:00Z
kb-website_app_issue-6,@AmericanAir website errors when I try to manage booking ABC491,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-01T18:00:00Z
kb-website_app_issue-5,@AmericanAir payment failed twice but card charged for AA221,@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-10T22:00:00Z
kb-loyalty_program-12,@AmericanAir missing 5000 miles from last month's flights,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-15T06:00:00Z
kb-website_app_issue-32,"@AmericanAir app crashes at payment for AA123, tried 3 times",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-04T04:00:00Z
kb-flight_status_info-47,@AmericanAir where is inbound aircraft for AA45?,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-19T16:00:00Z
kb-flight_status_info-16,@AmericanAir is AA334 on time out of JFK?,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-22T19:00:00Z
kb-flight_status_info-14,@AmericanAir what time does AA334 land in JFK today?,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-02T20:00:00Z
kb-checkin_boarding-3,@AmericanAir boarding pass won't load for AA908 at CLT,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-25T15:00:00Z
kb-customer_service-17,@AmericanAir agent at CLT was rude when I asked about AA67,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-18T01:00:00Z
kb-seat_upgrade-21,"@AmericanAir seat 28A on AA908 won't recline, broken",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-12T13:00:00Z
kb-customer_service-49,"@AmericanAir counter staff refused to help rebook AA908, terrible service",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-14T05:00:00Z
